transaction_id,store_id,event_time,customer_id,product_id,quantity,unit_price,total_amount,payment_method,discount_applied,tax_amount
56,4,2024-05-15 15:09:09,17,23,3,300.53,766.35,apple_pay,0.15,61.31
57,4,2024-04-18 12:45:56,83,46,1,48.17,48.17,paypal,0,3.85
58,4,2024-05-05 10:41:37,66,9,5,306.24,1531.2,paypal,0,122.5
59,2,2024-02-05 00:05:09,44,2,3,149.84,449.52,cash,0,35.96
60,1,2024-01-31 02:05:48,38,13,2,332.27,664.54,credit_card,0,53.16
61,1,2024-04-12 05:48:54,85,33,5,304.8,1295.4,paypal,0.15,103.63
62,4,2024-04-25 23:22:12,20,50,5,83.74,418.7,debit_card,0,33.5
63,4,2024-05-20 00:57:22,6,12,5,68.06,340.3,cash,0,27.22
64,3,2024-04-28 13:34:51,97,24,2,37.92,72.05,cash,0.05,5.76
65,4,2024-03-01 02:13:29,25,15,5,323.83,1619.15,paypal,0,129.53
66,3,2024-03-30 15:35:04,100,44,5,53.9,256.02,cash,0.05,20.48
67,2,2024-02-01 11:14:44,78,33,5,304.8,1447.8,debit_card,0.05,115.82
68,3,2024-04-03 07:42:53,71,17,1,195.42,166.11,credit_card,0.15,13.29
69,1,2024-02-25 08:29:23,98,46,5,48.17,240.85,debit_card,0,19.27
70,4,2024-01-29 14:41:40,12,18,4,306.32,1102.75,debit_card,0.1,88.22
71,1,2024-03-21 13:33:35,51,29,3,100.53,301.59,apple_pay,0,24.13
72,3,2024-01-16 20:18:32,29,24,2,37.92,72.05,credit_card,0.05,5.76
73,3,2024-05-06 05:02:10,19,21,1,48.4,41.14,debit_card,0.15,3.29
74,2,2024-05-15 03:55:50,98,3,3,28.35,80.8,cash,0.05,6.46
75,1,2024-01-16 09:13:07,33,29,5,100.53,502.65,debit_card,0,40.21
76,5,2024-04-28 05:35:12,55,10,5,268.41,1140.74,credit_card,0.15,91.26
77,1,2024-02-28 11:27:58,7,50,3,83.74,251.22,debit_card,0,20.1
78,1,2024-01-13 04:42:09,64,27,5,192.94,916.47,apple_pay,0.05,73.32
79,5,2024-04-10 01:49:29,31,35,1,268.12,227.9,debit_card,0.15,18.23
80,3,2024-04-29 09:13:13,31,19,4,121.59,486.36,apple_pay,0,38.91
81,1,2024-05-09 18:06:25,68,27,2,192.94,328.0,paypal,0.15,26.24
82,5,2024-04-08 12:19:06,71,5,5,172.62,776.79,credit_card,0.1,62.14
83,4,2024-05-03 10:26:26,48,25,4,250.8,1003.2,paypal,0,80.26
84,3,2024-01-14 02:51:01,31,48,1,148.38,148.38,credit_card,0,11.87
85,3,2024-05-26 22:22:45,18,50,5,83.74,355.89,credit_card,0.15,28.47
86,2,2024-05-04 19:38:40,100,23,5,300.53,1502.65,cash,0,120.21
87,2,2024-02-05 09:28:37,9,45,4,333.04,1132.34,cash,0.15,90.59
88,2,2024-01-09 12:09:07,6,3,3,28.35,85.05,paypal,0,6.8
89,4,2024-04-15 10:42:23,33,20,5,338.22,1606.55,credit_card,0.05,128.52
90,1,2024-03-10 07:37:12,84,49,2,229.23,458.46,paypal,0,36.68
91,4,2024-03-25 20:20:27,96,18,1,306.32,306.32,cash,0,24.51
92,4,2024-04-06 08:28:28,48,25,3,250.8,752.4,apple_pay,0,60.19
93,1,2024-03-23 10:18:42,56,18,1,306.32,260.37,apple_pay,0.15,20.83
94,1,2024-03-03 08:57:13,11,12,5,68.06,340.3,paypal,0,27.22
95,5,2024-03-27 14:07:05,92,43,3,116.23,348.69,cash,0,27.9
96,1,2024-03-27 19:46:30,94,11,4,161.77,647.08,paypal,0,51.77
97,1,2024-05-04 04:08:34,10,40,4,279.88,1119.52,cash,0,89.56
98,2,2024-05-11 22:16:58,4,24,5,37.92,161.16,debit_card,0.15,12.89
99,1,2024-01-25 12:16:28,31,39,4,337.57,1350.28,paypal,0,108.02
100,5,2024-01-07 06:55:35,20,24,4,37.92,136.51,cash,0.1,10.92
101,1,2024-05-28 04:13:53,74,24,3,37.92,108.07,debit_card,0.05,8.65
102,3,2024-03-02 01:08:32,32,34,3,218.37,622.35,credit_card,0.05,49.79
103,4,2024-04-10 12:52:04,72,2,2,149.84,284.7,credit_card,0.05,22.78
104,2,2024-03-27 15:47:00,79,17,3,195.42,498.32,paypal,0.15,39.87
105,2,2024-01-24 19:31:54,10,45,4,333.04,1332.16,cash,0,106.57
106,3,2024-05-12 10:01:14,86,12,4,68.06,272.24,paypal,0,21.78
107,3,2024-04-15 06:42:06,39,46,1,48.17,43.35,debit_card,0.1,3.47
108,2,2024-04-08 18:58:25,16,46,2,48.17,96.34,debit_card,0,7.71
109,3,2024-01-06 02:29:32,71,9,2,306.24,581.86,apple_pay,0.05,46.55
110,5,2024-01-26 04:46:39,12,24,4,37.92,136.51,credit_card,0.1,10.92
111,4,2024-05-19 14:10:31,68,20,4,338.22,1149.95,cash,0.15,92.0
112,2,2024-01-15 07:42:11,41,50,4,83.74,301.46,credit_card,0.1,24.12
113,3,2024-04-10 11:04:20,17,29,4,100.53,341.8,apple_pay,0.15,27.34
114,2,2024-05-29 02:07:18,56,41,5,265.92,1329.6,apple_pay,0,106.37
115,3,2024-01-30 17:06:13,22,4,1,91.69,82.52,debit_card,0.1,6.6
116,3,2024-04-10 18:14:20,11,21,2,48.4,96.8,paypal,0,7.74
117,3,2024-01-25 07:20:09,79,13,5,332.27,1661.35,apple_pay,0,132.91
118,5,2024-02-02 17:54:00,75,6,5,172.45,732.91,debit_card,0.15,58.63
119,3,2024-04-27 12:09:06,73,11,5,161.77,687.52,credit_card,0.15,55.0
120,5,2024-05-04 13:23:27,34,2,1,149.84,149.84,debit_card,0,11.99
121,1,2024-04-30 00:35:38,64,50,5,83.74,397.76,apple_pay,0.05,31.82
122,4,2024-02-17 13:12:49,39,19,3,121.59,346.53,cash,0.05,27.72
123,4,2024-03-26 08:42:36,62,5,1,172.62,172.62,cash,0,13.81
124,3,2024-01-28 21:32:40,92,14,3,294.63,795.5,paypal,0.1,63.64
125,3,2024-01-26 09:24:51,66,47,3,163.53,466.06,apple_pay,0.05,37.28
126,1,2024-03-31 13:55:11,35,7,3,152.9,458.7,cash,0,36.7
127,3,2024-01-10 19:50:15,50,16,2,109.75,219.5,apple_pay,0,17.56
128,5,2024-03-04 13:57:41,93,27,2,192.94,385.88,paypal,0,30.87
129,4,2024-04-09 22:47:29,64,13,2,332.27,631.31,paypal,0.05,50.5
130,5,2024-03-17 08:38:29,59,32,1,114.12,114.12,debit_card,0,9.13
131,1,2024-01-10 10:45:48,37,14,5,294.63,1473.15,cash,0,117.85
132,1,2024-04-14 05:09:36,14,39,4,337.57,1350.28,cash,0,108.02
133,4,2024-03-12 00:38:50,47,9,3,306.24,780.91,credit_card,0.15,62.47
134,2,2024-04-19 02:15:22,47,26,1,123.67,111.3,apple_pay,0.1,8.9
135,4,2024-04-07 22:00:03,98,19,1,121.59,115.51,apple_pay,0.05,9.24
136,1,2024-04-28 15:40:02,17,18,5,306.32,1301.86,credit_card,0.15,104.15
137,3,2024-04-18 07:41:05,97,26,3,123.67,371.01,debit_card,0,29.68
138,5,2024-03-18 22:35:57,6,13,5,332.27,1495.21,credit_card,0.1,119.62
139,4,2024-03-05 16:04:55,67,3,2,28.35,48.2,cash,0.15,3.86
140,3,2024-01-28 03:25:35,79,10,5,268.41,1207.85,paypal,0.1,96.63
141,3,2024-05-23 13:28:40,76,11,4,161.77,582.37,paypal,0.1,46.59
142,5,2024-04-05 02:51:03,39,33,5,304.8,1371.6,cash,0.1,109.73
143,1,2024-05-10 20:09:55,54,2,3,149.84,449.52,apple_pay,0,35.96
144,3,2024-04-02 03:45:02,84,20,1,338.22,304.4,apple_pay,0.1,24.35
145,5,2024-01-10 23:19:56,62,37,2,82.27,139.86,debit_card,0.15,11.19
146,2,2024-01-29 16:41:04,5,34,5,218.37,1037.26,apple_pay,0.05,82.98
147,4,2024-01-04 16:15:16,41,45,1,333.04,333.04,cash,0,26.64
148,4,2024-02-09 14:12:14,65,10,4,268.41,912.59,apple_pay,0.15,73.01
149,5,2024-01-27 19:30:39,27,31,1,349.79,297.32,apple_pay,0.15,23.79
150,3,2024-03-14 04:07:50,23,21,4,48.4,174.24,cash,0.1,13.94
151,3,2024-03-09 19:05:49,79,35,3,268.12,723.92,cash,0.1,57.91
152,3,2024-04-18 08:52:20,29,13,2,332.27,664.54,paypal,0,53.16
153,4,2024-02-10 05:59:04,41,50,3,83.74,213.54,cash,0.15,17.08
154,3,2024-02-23 02:24:16,16,23,5,300.53,1277.25,apple_pay,0.15,102.18
155,3,2024-03-17 14:39:16,99,44,5,53.9,256.02,debit_card,0.05,20.48
156,1,2024-05-18 16:08:22,45,19,1,121.59,121.59,cash,0,9.73
157,2,2024-04-03 00:40:16,26,42,3,23.38,59.62,apple_pay,0.15,4.77
158,2,2024-02-22 17:50:52,14,18,5,306.32,1301.86,apple_pay,0.15,104.15
159,1,2024-02-17 01:56:10,86,48,5,148.38,741.9,apple_pay,0,59.35
160,4,2024-01-20 10:57:22,43,15,2,323.83,647.66,cash,0,51.81
161,2,2024-04-16 20:49:43,53,7,2,152.9,305.8,cash,0,24.46
162,3,2024-03-03 08:44:59,83,31,2,349.79,699.58,credit_card,0,55.97
163,2,2024-04-21 11:39:19,69,50,1,83.74,71.18,credit_card,0.15,5.69
164,4,2024-01-08 01:21:21,64,12,4,68.06,272.24,debit_card,0,21.78
165,3,2024-01-02 19:11:17,73,48,3,148.38,445.14,apple_pay,0,35.61
166,5,2024-03-29 05:25:12,68,7,3,152.9,458.7,cash,0,36.7
167,2,2024-02-22 23:30:46,15,9,5,306.24,1454.64,paypal,0.05,116.37
168,2,2024-02-19 22:56:28,2,11,4,161.77,550.02,paypal,0.15,44.0
169,2,2024-05-27 01:11:36,23,19,5,121.59,516.76,apple_pay,0.15,41.34
170,3,2024-04-10 01:22:54,12,41,4,265.92,1010.5,cash,0.05,80.84
171,4,2024-01-28 07:17:55,42,43,1,116.23,116.23,debit_card,0,9.3
172,4,2024-02-15 17:36:30,97,1,3,280.53,799.51,paypal,0.05,63.96
173,5,2024-05-20 08:52:36,2,22,3,172.28,465.16,paypal,0.1,37.21
174,1,2024-02-15 21:14:59,86,42,3,23.38,59.62,credit_card,0.15,4.77
175,5,2024-03-19 17:22:42,91,30,3,331.65,994.95,paypal,0,79.6
176,3,2024-02-27 06:58:29,79,45,1,333.04,283.08,debit_card,0.15,22.65
177,4,2024-01-30 17:53:47,96,15,2,323.83,615.28,apple_pay,0.05,49.22
178,4,2024-04-16 15:37:05,97,24,4,37.92,128.93,apple_pay,0.15,10.31
179,5,2024-05-12 02:37:23,11,43,2,116.23,232.46,apple_pay,0,18.6
180,1,2024-03-11 06:02:22,73,29,5,100.53,427.25,credit_card,0.15,34.18
181,5,2024-02-09 06:07:07,69,4,5,91.69,412.61,debit_card,0.1,33.01
182,1,2024-03-26 19:07:34,88,11,3,161.77,436.78,debit_card,0.1,34.94
183,5,2024-01-18 15:49:07,58,46,5,48.17,228.81,credit_card,0.05,18.3
184,4,2024-03-21 16:01:07,73,30,2,331.65,596.97,credit_card,0.1,47.76
185,1,2024-02-29 20:10:27,51,36,4,209.16,711.14,paypal,0.15,56.89
186,1,2024-01-15 04:20:32,55,1,2,280.53,504.95,paypal,0.1,40.4
187,1,2024-01-12 16:48:41,61,45,1,333.04,299.74,credit_card,0.1,23.98
188,2,2024-05-29 07:40:10,99,19,4,121.59,486.36,cash,0,38.91
189,4,2024-03-14 07:15:37,11,24,4,37.92,144.1,apple_pay,0.05,11.53
190,5,2024-02-04 15:44:50,51,9,3,306.24,918.72,apple_pay,0,73.5
191,1,2024-05-26 20:03:05,39,9,2,306.24,612.48,cash,0,49.0
192,4,2024-04-13 06:59:25,30,44,5,53.9,256.02,debit_card,0.05,20.48
193,2,2024-02-23 12:37:15,93,30,3,331.65,994.95,credit_card,0,79.6
194,1,2024-05-28 18:04:04,31,3,4,28.35,102.06,debit_card,0.1,8.16
195,4,2024-01-07 12:28:36,77,5,1,172.62,155.36,credit_card,0.1,12.43
196,2,2024-03-26 05:42:53,70,16,1,109.75,104.26,debit_card,0.05,8.34
197,3,2024-04-07 20:19:29,30,49,1,229.23,229.23,apple_pay,0,18.34
198,3,2024-05-30 00:17:20,31,21,5,48.4,217.8,paypal,0.1,17.42
199,3,2024-03-21 07:19:48,36,10,5,268.41,1342.05,credit_card,0,107.36
200,4,2024-02-04 00:10:47,72,36,5,209.16,888.93,cash,0.15,71.11
201,4,2024-05-10 08:40:58,68,4,3,91.69,233.81,paypal,0.15,18.7
202,3,2024-01-29 23:24:16,49,45,4,333.04,1265.55,debit_card,0.05,101.24
203,2,2024-02-16 18:59:35,39,49,5,229.23,1088.84,debit_card,0.05,87.11
204,4,2024-03-21 03:12:59,72,30,1,331.65,298.49,apple_pay,0.1,23.88
205,2,2024-02-19 12:21:57,43,9,4,306.24,1224.96,credit_card,0,98.0
206,2,2024-04-14 00:14:33,7,29,3,100.53,301.59,paypal,0,24.13
207,1,2024-01-08 16:18:17,25,25,5,250.8,1128.6,apple_pay,0.1,90.29
208,2,2024-04-03 02:08:20,43,47,5,163.53,817.65,paypal,0,65.41
209,1,2024-05-23 23:31:29,96,1,2,280.53,561.06,cash,0,44.88
210,4,2024-02-09 17:06:01,31,16,5,109.75,466.44,apple_pay,0.15,37.32
211,5,2024-03-31 12:53:04,84,21,3,48.4,137.94,paypal,0.05,11.04
212,4,2024-04-09 13:53:53,60,20,3,338.22,1014.66,credit_card,0,81.17
213,3,2024-02-09 10:38:33,41,47,4,163.53,654.12,cash,0,52.33
214,2,2024-05-23 22:29:11,3,3,5,28.35,141.75,paypal,0,11.34
215,4,2024-05-19 19:29:55,38,36,5,209.16,941.22,debit_card,0.1,75.3
216,5,2024-03-14 18:10:53,32,13,3,332.27,996.81,cash,0,79.74
217,4,2024-05-28 05:31:06,93,36,3,209.16,627.48,cash,0,50.2
218,2,2024-03-09 09:15:35,18,30,2,331.65,563.8,apple_pay,0.15,45.1
219,1,2024-05-04 15:02:55,68,32,2,114.12,205.42,credit_card,0.1,16.43
220,2,2024-03-21 01:53:13,81,5,1,172.62,172.62,debit_card,0,13.81
221,5,2024-02-12 11:18:27,59,5,2,172.62,345.24,paypal,0,27.62
222,5,2024-05-09 11:18:08,62,4,5,91.69,389.68,cash,0.15,31.17
223,4,2024-04-17 02:50:43,2,2,1,149.84,134.86,credit_card,0.1,10.79
224,1,2024-02-25 16:03:55,65,34,3,218.37,589.6,cash,0.1,47.17
225,2,2024-04-11 19:48:47,31,12,1,68.06,68.06,debit_card,0,5.44
226,3,2024-03-09 19:48:54,51,40,5,279.88,1399.4,credit_card,0,111.95
227,2,2024-04-19 17:06:03,90,24,4,37.92,144.1,debit_card,0.05,11.53
228,1,2024-05-06 04:43:39,12,20,1,338.22,287.49,cash,0.15,23.0
229,1,2024-04-02 10:20:40,82,25,4,250.8,902.88,credit_card,0.1,72.23
230,4,2024-04-07 01:30:32,83,45,2,333.04,666.08,paypal,0,53.29
231,2,2024-01-09 06:18:20,28,37,1,82.27,74.04,apple_pay,0.1,5.92
232,3,2024-01-15 10:29:13,70,31,3,349.79,1049.37,apple_pay,0,83.95
233,1,2024-03-02 01:36:17,27,43,1,116.23,116.23,apple_pay,0,9.3
234,2,2024-02-28 02:43:53,73,10,4,268.41,1073.64,debit_card,0,85.89
235,3,2024-04-14 23:12:12,50,37,4,82.27,279.72,debit_card,0.15,22.38
236,3,2024-05-24 18:04:45,7,45,1,333.04,299.74,credit_card,0.1,23.98
237,5,2024-03-07 03:16:38,99,28,2,243.85,487.7,apple_pay,0,39.02
238,3,2024-01-06 18:03:56,58,39,4,337.57,1350.28,cash,0,108.02
239,4,2024-03-13 21:36:59,24,15,3,323.83,874.34,apple_pay,0.1,69.95
240,5,2024-05-29 22:33:39,38,43,4,116.23,464.92,debit_card,0,37.19
241,2,2024-02-22 00:50:24,49,46,1,48.17,48.17,debit_card,0,3.85
242,1,2024-03-11 00:59:05,12,48,4,148.38,593.52,credit_card,0,47.48
243,3,2024-05-27 20:07:54,14,20,4,338.22,1352.88,debit_card,0,108.23
244,5,2024-03-28 03:45:47,72,6,2,172.45,327.65,apple_pay,0.05,26.21
245,3,2024-01-18 09:39:14,71,27,1,192.94,192.94,credit_card,0,15.44
246,1,2024-03-15 19:20:19,38,39,5,337.57,1687.85,cash,0,135.03
247,2,2024-04-18 15:37:45,74,25,1,250.8,213.18,apple_pay,0.15,17.05
248,3,2024-01-27 23:02:29,39,11,4,161.77,647.08,paypal,0,51.77
249,4,2024-02-02 11:14:34,36,32,2,114.12,228.24,cash,0,18.26
250,3,2024-03-11 02:57:50,32,20,4,338.22,1352.88,cash,0,108.23
251,1,2024-03-29 21:47:23,18,39,5,337.57,1687.85,paypal,0,135.03
252,4,2024-04-30 10:18:18,43,1,4,280.53,1122.12,cash,0,89.77
253,2,2024-04-25 10:04:18,39,22,4,172.28,585.75,paypal,0.15,46.86
254,2,2024-03-02 00:12:00,51,39,2,337.57,641.38,paypal,0.05,51.31
255,2,2024-05-31 20:15:52,42,19,4,121.59,437.72,cash,0.1,35.02
256,5,2024-01-23 02:45:20,26,18,4,306.32,1225.28,apple_pay,0,98.02
257,5,2024-05-29 01:21:31,4,35,2,268.12,455.8,cash,0.15,36.46
258,1,2024-02-26 13:42:06,53,46,2,48.17,91.52,cash,0.05,7.32
259,2,2024-02-19 01:34:55,92,9,3,306.24,918.72,cash,0,73.5
260,4,2024-04-26 02:34:25,75,25,1,250.8,238.26,cash,0.05,19.06
261,5,2024-03-22 05:25:21,5,35,5,268.12,1139.51,paypal,0.15,91.16
262,1,2024-05-03 22:08:09,14,45,5,333.04,1498.68,debit_card,0.1,119.89
263,5,2024-05-05 15:14:16,6,43,3,116.23,348.69,apple_pay,0,27.9
264,1,2024-03-24 14:04:05,2,42,4,23.38,93.52,credit_card,0,7.48
265,5,2024-05-25 00:35:14,72,17,2,195.42,351.76,apple_pay,0.1,28.14
266,3,2024-03-27 13:28:43,51,45,5,333.04,1665.2,cash,0,133.22
267,2,2024-04-07 04:20:22,45,50,5,83.74,355.89,credit_card,0.15,28.47
268,1,2024-03-21 18:35:09,15,31,1,349.79,349.79,debit_card,0,27.98
269,2,2024-03-29 10:00:13,67,23,3,300.53,901.59,cash,0,72.13
270,4,2024-03-26 02:00:04,41,23,4,300.53,1202.12,credit_card,0,96.17
271,1,2024-01-23 08:20:10,44,20,1,338.22,287.49,credit_card,0.15,23.0
272,5,2024-02-17 08:43:00,23,44,2,53.9,91.63,apple_pay,0.15,7.33
273,4,2024-03-23 19:01:31,30,11,3,161.77,436.78,cash,0.1,34.94
274,4,2024-05-04 08:50:52,51,41,2,265.92,531.84,credit_card,0,42.55
275,5,2024-03-28 07:10:17,55,48,5,148.38,741.9,cash,0,59.35
276,1,2024-02-24 01:10:51,74,1,2,280.53,561.06,credit_card,0,44.88
277,2,2024-03-04 07:11:59,59,35,2,268.12,536.24,credit_card,0,42.9
278,3,2024-05-04 02:27:42,77,17,4,195.42,703.51,cash,0.1,56.28
279,3,2024-01-23 04:21:36,46,40,4,279.88,1007.57,cash,0.1,80.61
280,3,2024-05-17 02:08:39,79,40,2,279.88,475.8,apple_pay,0.15,38.06
281,2,2024-01-23 21:16:30,40,6,2,172.45,344.9,credit_card,0,27.59
282,5,2024-01-28 10:46:42,50,12,3,68.06,173.55,cash,0.15,13.88
283,4,2024-03-15 12:13:04,24,39,2,337.57,607.63,cash,0.1,48.61
284,2,2024-05-05 07:07:47,72,41,5,265.92,1130.16,debit_card,0.15,90.41
285,3,2024-02-06 07:56:33,58,32,3,114.12,342.36,apple_pay,0,27.39
286,2,2024-04-04 02:26:28,25,4,3,91.69,275.07,cash,0,22.01
287,4,2024-04-06 02:43:36,88,36,5,209.16,888.93,cash,0.15,71.11
288,1,2024-02-02 11:27:27,73,27,4,192.94,733.17,credit_card,0.05,58.65
289,3,2024-01-07 08:22:12,29,49,2,229.23,458.46,apple_pay,0,36.68
290,4,2024-04-19 20:07:19,71,19,2,121.59,231.02,apple_pay,0.05,18.48
291,5,2024-02-22 00:27:10,47,8,5,44.5,222.5,apple_pay,0,17.8
292,5,2024-03-26 16:55:02,28,49,1,229.23,194.85,cash,0.15,15.59
293,4,2024-01-07 06:12:16,34,7,2,152.9,305.8,paypal,0,24.46
294,2,2024-05-30 14:42:19,27,6,4,172.45,689.8,apple_pay,0,55.18
295,4,2024-04-28 12:01:34,22,45,3,333.04,849.25,apple_pay,0.15,67.94
296,5,2024-01-12 12:37:39,45,9,2,306.24,612.48,apple_pay,0,49.0
297,3,2024-02-02 16:41:43,91,18,5,306.32,1378.44,paypal,0.1,110.28
298,1,2024-04-09 21:20:51,18,19,5,121.59,607.95,cash,0,48.64
299,2,2024-01-25 15:20:30,32,4,3,91.69,233.81,debit_card,0.15,18.7
300,4,2024-05-27 20:43:26,63,46,3,48.17,144.51,debit_card,0,11.56
301,4,2024-03-21 10:25:43,58,37,3,82.27,209.79,credit_card,0.15,16.78
302,3,2024-04-10 02:55:58,89,41,1,265.92,252.62,paypal,0.05,20.21
303,1,2024-04-23 00:06:33,100,30,4,331.65,1326.6,credit_card,0,106.13
304,3,2024-05-08 23:08:04,9,47,4,163.53,556.0,apple_pay,0.15,44.48
305,4,2024-02-11 03:17:57,35,26,2,123.67,234.97,paypal,0.05,18.8
306,2,2024-04-22 05:21:57,73,19,3,121.59,328.29,cash,0.1,26.26
307,4,2024-01-20 08:03:06,3,22,1,172.28,172.28,credit_card,0,13.78
308,4,2024-01-01 03:09:00,26,11,4,161.77,614.73,debit_card,0.05,49.18
309,1,2024-02-23 05:01:23,84,42,3,23.38,70.14,paypal,0,5.61
310,2,2024-05-09 00:50:07,7,17,1,195.42,195.42,cash,0,15.63
311,2,2024-05-15 19:37:58,55,41,3,265.92,678.1,credit_card,0.15,54.25
312,4,2024-02-11 10:36:53,10,46,1,48.17,48.17,debit_card,0,3.85
313,4,2024-05-12 00:56:57,2,38,2,321.21,578.18,credit_card,0.1,46.25
314,2,2024-03-23 00:07:32,62,45,3,333.04,999.12,credit_card,0,79.93
315,1,2024-05-21 21:36:15,14,15,4,323.83,1295.32,paypal,0,103.63
316,2,2024-03-15 07:36:33,83,24,3,37.92,113.76,debit_card,0,9.1
317,5,2024-01-02 15:29:42,84,5,5,172.62,776.79,debit_card,0.1,62.14
318,2,2024-02-11 08:54:37,53,29,3,100.53,256.35,apple_pay,0.15,20.51
319,1,2024-01-17 19:59:43,18,44,4,53.9,215.6,credit_card,0,17.25
320,3,2024-03-24 09:05:47,18,38,4,321.21,1284.84,debit_card,0,102.79
321,5,2024-04-17 11:00:54,77,18,1,306.32,306.32,apple_pay,0,24.51
322,2,2024-02-28 13:47:16,67,19,1,121.59,103.35,apple_pay,0.15,8.27
323,3,2024-03-17 01:41:31,83,33,2,304.8,518.16,credit_card,0.15,41.45
324,2,2024-01-22 21:25:24,64,16,4,109.75,417.05,apple_pay,0.05,33.36
